Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
2616,12,MI Culvert ,4,2021,2017,001,2015,Reinforced concrete culvert,RC,Inter Municipal Drain,668435.702,5508771.027
2617,12,MI Culvert ,4,2021,2017,001,2015,Reinforced concrete culvert,RC,Fish Creek,663813.202,5511426.629
2621,00,MI Culvert ,4,2021,2017,023,1972,Reinforced concrete culvert,RC,Tobacco Creek,553488.983,5468789.849
2641,02,MI Culvert ,4,2018,2014,001,1952,Reinforced concrete culvert,RC,Brokenhead River,696742.379,5504071.157
2643,00,MI Culvert ,4,2020,2016,005,1977,Reinforced concrete culvert,RC,Eden Creek,466253.429,5580480.719
2652,00,MI Culvert ,4,2021,2017,008,1978,Reinforced concrete culvert,RC,Willow Creek,640041.328,5604504.745
2695,00,MI Culvert ,4,2019,2017,011,1953,Reinforced concrete culvert,RC,Maple Creek,707185.505,5595512.552
2716,00,MI Culvert ,4,2021,2017,011,1979,Reinforced concrete culvert,RC,Drain,709548.567,5550454.859
2718,00,MI Culvert ,4,2018,2016,011,1954,Reinforced concrete culvert,RC,"Sieg""s Creek",709493.37,5559669.786
2719,11,MI Culvert ,4,2019,N/A,001,2017,Reinforced concrete culvert,RC,La Salle River,570018.136,5534223.374
2721,00,MI Culvert ,4,2019,2015,016,1954,Reinforced concrete culvert,RC,Silver Creek,339269.277,5609254.545
2722,00,MI Culvert ,4,2019,2015,016,1954,Reinforced concrete culvert,RC,Drain,346622.555,5598969.441
2723,00,MI Culvert ,6,2023,2017,250,1954,Reinforced concrete culvert,RC,Drain,411799.655,5549754.105
2726,10,MI Culvert ,4,2021,2017,012,2015,Reinforced concrete culvert,RC,West Pine Creek,723244.759,5441913.91
2727,10,MI Culvert ,4,2021,2017,012,2015,Reinforced concrete culvert,RC,East Pine Creek,724011.097,5441945.009
2740,10,MI Culvert ,4,2021,2017,014,1994,Reinforced concrete culvert,RC,Drain,618112.043,5450007.196
2761,00,MI Culvert ,4,2018,2014,005,1976,Reinforced concrete culvert,RC,Drain,466525.833,5608324.799
2767,00,MI Culvert ,4,2020,2016,005,1976,Reinforced concrete culvert,RC,Kuyp Creek,465728,5611173.13
2768,00,MI Culvert ,4,2020,2016,005,1976,Reinforced concrete culvert,RC,McNarland Drain,466521.65,5607624.724
2771,00,MI Culvert ,4,2020,2016,005,1977,Reinforced concrete culvert,RC,Kinch Creek,466601.248,5605900.769
2783,10,MI Culvert ,4,2020,2016,006,2012,Reinforced concrete culvert,RC,Burnt Lake Drain,567602.218,5623710.944
2794,00,MI Culvert ,6,2018,2012,003,1955,Reinforced concrete culvert,RC,Ditch,430071.821,5447630.788
2795,00,MI Culvert ,4,2019,2015,003,1955,Reinforced concrete culvert,RC,"Pembina River, North",425473.556,5447703.078
2796,00,MI Culvert ,4,2021,2017,003,1955,Reinforced concrete culvert,RC,Pembina River,432967.644,5447609.389
2806,10,MI Culvert ,4,2018,2014,023,1983,Reinforced concrete culvert,RC,St. Malo Canal,646356.304,5468851.164
2813,10,MI Culvert ,4,2019,2015,083,2001,Reinforced concrete culvert,RC,Gopher Creek,358673.645,5516279.852
2823,10,MI Culvert ,4,2021,2017,083,2009,Reinforced concrete culvert,RC,Jackson Creek,357293.986,5462702.296
2829,10,MI Culvert ,4,2019,2015,016,1987,Reinforced concrete culvert,RC,Arrow River,371922.701,5593735.122
2831,10,MI Culvert ,4,2019,2015,016,1988,Reinforced concrete culvert,RC,Arrow River,382192.088,5590434.585
2835,00,MI Culvert ,4,2019,2015,016,1955,Reinforced concrete culvert,RC,Oak River,387399.678,5589308.27
2845,00,MI Culvert ,4,2020,2016,005,1979,Reinforced concrete culvert,RC,Reeve Drain,465756.548,5617997.795
2846,10,MI Culvert ,4,2021,2017,002,2015,Reinforced concrete culvert,RC,"Cypress River, Tributary",493766.305,5489913.743
2849,10,MI Culvert ,4,2020,2016,003,1991,Reinforced concrete culvert,RC,Creek,418551.781,5447794.301
2880,00,MI Culvert ,4,2020,2016,005,1957,Reinforced concrete culvert,RC,Drain,451703.771,5655805.919
2887,00,MI Culvert ,6,2020,2014,350,1975,Reinforced concrete culvert,RC,Beaver Creek,516734.544,5536026.298
2912,10,MI Culvert ,4,2019,N/A,012,2017,Reinforced concrete culvert,RC,Hazelridge Drain,669558.071,5535037.875
2914,10,MI Culvert ,4,2019,2015,010,1997,Reinforced concrete culvert,RC,Mafeking Creek,357396.578,5838970.744
2927,00,MI Culvert ,6,2018,2012,003,1957,Reinforced concrete culvert,RC,Pembina River,432256.669,5447570.233
2938,10,MI Culvert ,4,2019,2015,050,1998,Reinforced concrete culvert,RC,Harcus Drain,511749.946,5619526.527
2946,10,MI Culvert ,4,2021,2017,005,1995,Reinforced concrete culvert,RC,Creek,474644.073,5430959.047
2979,10,MI Culvert ,4,2020,2016,002,1990,Reinforced concrete culvert,RC,Spring Brook,453497.087,5490467.423
2981,00,MI Culvert ,4,2019,2015,100,1974,Reinforced concrete culvert,RC,Seine River,639140.849,5519177.573
2992,12,MI Culvert ,4,2021,2017,052,1991,Reinforced concrete culvert,RC,Keating Drain,665950.578,5489142.184
3029,00,MI Culvert ,4,2021,2017,021,1959,Reinforced concrete culvert,RC,Drain,386290.16,5431629.812
3031,00,MI Culvert ,4,2018,2014,013,1959,Reinforced concrete culvert,RC,Drain,571576.601,5518029.685
3087,10,MI Culvert ,4,2020,2016,006,1999,Reinforced concrete culvert,RC,Tan Creek,510834.803,5771583.501
3107,00,MI Culvert ,4,2018,2014,083,1960,Reinforced concrete culvert,RC,Minnewasta Creek,354714.926,5568732.134
3110,11,MI Culvert ,4,2021,2017,001,2015,Reinforced concrete culvert,RC,Inter Municipal Drain,668518.453,5508772.263
3111,11,MI Culvert ,4,2021,2017,001,2015,Reinforced concrete culvert,RC,Fish Creek,663848.451,5511455.048
3115,10,MI Culvert ,4,2020,2016,005,1995,Reinforced concrete culvert,RC,Spring Creek Tributary,465941.108,5569319.623
3117,10,MI Culvert ,4,2020,2016,005,1995,Reinforced concrete culvert,RC,Eden Creek Tributary,465725.931,5577384.604
3143,01,MI Culvert ,4,2019,2015,075,1983,Reinforced concrete culvert,RC,Drain,634242.482,5510515.625
3144,01,MI Culvert ,4,2019,2015,075,1983,Reinforced concrete culvert,RC,Drain,634301.87,5508931.478
3145,01,MI Culvert ,4,2021,2017,075,1984,Reinforced concrete culvert,RC,Drain,634692.004,5504388.861
3146,11,MI Culvert ,4,2019,2015,075,1990,Reinforced concrete culvert,RC,Roberts Drain,626474.114,5484378.663
3147,02,MI Culvert ,4,2019,2015,075,1991,Reinforced concrete culvert,RC,"Campbell""s Coulee",623532.066,5477193.718
3148,02,MI Culvert ,4,2019,2015,075,1991,Reinforced concrete culvert,RC,McTavish Drain,623280.385,5476678.76
3149,02,MI Culvert ,4,2020,2016,075,1994,Reinforced concrete culvert,RC,Kronsgart Drain,619352.224,5461988.996
3152,10,MI Culvert ,4,2019,2015,002,2012,Reinforced concrete culvert,RC,Codner Drain,597344.271,5512740.256
3155,00,MI Culvert ,4,2020,2016,006,1977,Reinforced concrete culvert,RC,Birch Creek,532485.67,5698329.69
3158,00,MI Culvert ,4,2021,2017,012,1978,Reinforced concrete culvert,RC,Manning Canal,667208.072,5491166.947
3167,10,MI Culvert ,4,2021,2017,006,2015,Reinforced concrete culvert,RC,Homebrook Drain,518289.309,5728841.96
3170,00,MI Culvert ,4,2021,2017,068,1975,Reinforced concrete culvert,RC,Drain,608088.989,5638729.076
3172,10,MI Culvert ,4,2019,2015,007,1985,Reinforced concrete culvert,RC,Netley Creek,623977.775,5593297.84
3247,00,MI Culvert ,4,2021,2017,068,1978,Reinforced concrete culvert,RC,U Lateral Drain,601529.309,5638583.547
3324,00,MI Culvert ,6,2018,2014,391,1976,Reinforced concrete culvert,RC,Suwannee River,435506.601,6220572.796
3485,00,MI Culvert ,4,2021,2017,012,1982,Reinforced concrete culvert,RC,Ste. Anne Drain,669278.629,5507103.313
3486,02,MI Culvert ,4,2021,2017,012,1982,Reinforced concrete culvert,RC,Inter Municipal Drain,669976.833,5508799.424
3486,01,MI Culvert ,4,2021,2017,012,1982,Reinforced concrete culvert,RC,Inter Municipal Drain,670093.709,5508801.399
3696,10,MI Culvert ,6,2022,2016,301,2001,Reinforced concrete culvert,RC,Hamilton Creek,769815.95,5513060.783
3736,12,MI Culvert ,4,2019,2015,059,2007,Reinforced concrete culvert,RC,Indian Reserve Drain,666665.572,5578109.656
3736,01,MI Culvert ,4,2018,2014,059,1984,Reinforced concrete culvert,RC,Indian Reserve Drain,666701.954,5578073.368
3788,10,MI Culvert ,4,2019,2015,007,1989,Reinforced concrete culvert,RC,Peliuk Drain,625454.884,5606834.226
3790,11,MI Culvert ,4,2019,2015,001,1989,Reinforced concrete culvert,RC,Drain,419110.813,5523110.484
3790,02,MI Culvert ,4,2019,2015,001,1987,Reinforced concrete culvert,RC,Drain,419150.928,5523097.237
3835,10,MI Culvert ,4,2018,2014,010,2009,Reinforced concrete culvert,RC,Big Island Lake,321912.739,6065087.845
3897,00,MI Culvert ,4,2020,2016,004,1988,Reinforced concrete culvert,RC,Pedestrian Underpass,652580.169,5561921.943
3907,10,MI Culvert ,4,2020,2016,006,1988,Reinforced concrete culvert,RC,Fishline Drain,540274.877,5682012.865
3911,00,MI Culvert ,6,2020,2014,391,1973,Reinforced concrete culvert,RC,Sapochi River,531921.062,6196179.387
3927,02,MI Culvert ,4,2018,2014,001,1973,Reinforced concrete culvert,RC,Drain,731956.888,5504463.776
3928,02,MI Culvert ,4,2018,2014,001,1974,Reinforced concrete culvert,RC,Davis Creek,732513.954,5504427.767
3960,10,MI Culvert ,6,2019,2013,678,1982,Reinforced concrete culvert,RC,Scallion Creek,360819.334,5523891.016
4028,01,MI Culvert ,4,2019,2015,001,1973,Reinforced concrete culvert,RC,Image Creek,519242.925,5535942.425
4029,02,MI Culvert ,4,2018,2014,001,1974,Reinforced concrete culvert,RC,Willow Bend Creek,536873.755,5535966.529
4071,01,MI Culvert ,4,2019,2015,001,1974,Reinforced concrete culvert,RC,Squirrel Creek,501161.604,5532825.025
4072,00,MI Culvert ,4,2019,2015,001,1975,Reinforced concrete culvert,RC,Squirrel Creek,504459.434,5533773.651
4073,02,MI Culvert ,4,2018,2014,001,1973,Reinforced concrete culvert,RC,First Creek,608611.549,5526867.776
4074,11,MI Culvert ,4,2018,2014,001,1984,Reinforced concrete culvert,RC,Second Creek,609581.591,5526685.861
4074,02,MI Culvert ,4,2018,2014,001,1973,Reinforced concrete culvert,RC,Second Creek,609574.937,5526617.956
4075,02,MI Culvert ,4,2018,2014,001,1973,Reinforced concrete culvert,RC,Third Creek,611683.424,5526383.993
4078,02,MI Culvert ,4,2019,2015,001,1976,Reinforced concrete culvert,RC,Pine Creek,484599.065,5527660.317
4103,00,MI Culvert ,6,2022,2016,582,1949,Reinforced concrete culvert,RC,Ditch,445123.776,5647676.155
4151,02,MI Culvert ,4,2019,2015,001,1974,Reinforced concrete culvert,RC,"Willow Creek, West Branch",442557.252,5526306.34
4152,02,MI Culvert ,4,2019,2015,001,1974,Reinforced concrete culvert,RC,"Willow Creek, Branch",443774.674,5526293.614
4155,00,MI Culvert ,4,2020,2016,008,1974,Reinforced concrete culvert,RC,Parks Creek,638310.655,5545731.874
4167,01,MI Culvert ,4,2019,2015,001,1975,Reinforced concrete culvert,RC,Beaver Creek,516860.94,5535929.556
4168,01,MI Culvert ,4,2019,2015,001,1975,Reinforced concrete culvert,RC,Beaver Creek,512350.897,5534320.785
4206,00,MI Culvert ,6,2023,2017,240,1975,Reinforced concrete culvert,RC,Drain,548975.391,5558439.869
4208,02,MI Culvert ,4,2018,2014,001,1974,Reinforced concrete culvert,RC,Drain,739292.781,5502275.889
4269,00,MI Culvert ,4,2021,2017,015,1976,Reinforced concrete culvert,RC,Stoney Hill,717827.48,5529229.188
4273,02,MI Culvert ,4,2018,2014,001,1976,Reinforced concrete culvert,RC,Davis Creek,752908.139,5503964.38
4292,00,MI Culvert ,4,2021,2017,012,1978,Reinforced concrete culvert,RC,South Lateral Drain,667410.928,5478139.078
4296,00,MI Culvert ,6,2021,2015,231,1990,Reinforced concrete culvert,RC,Gimli Protection Drain,640038.019,5611668.924
4304,10,MI Culvert ,4,2021,2017,008,1993,Reinforced concrete culvert,RC,Gimli Protection Drain,640216.067,5608986.259
4318,00,MI Culvert ,4,2019,2015,001,1977,Reinforced concrete culvert,RC,Tolton Drain,475564.183,5527700.288
4400,00,MI Culvert ,4,2018,2014,012,1978,Reinforced concrete culvert,RC,Sprague Drain,751394.96,5435630.872
4420,02,MI Culvert ,4,2021,2017,012,1978,Reinforced concrete culvert,RC,"Upper Manning Canal, North Arm",667211.657,5493868.712
4421,01,MI Culvert ,4,2021,2017,012,1978,Reinforced concrete culvert,RC,"Upper Manning Canal, North Arm",667242.449,5493854.682
4430,00,MI Culvert ,4,2020,2016,003,1978,Reinforced concrete culvert,RC,Oak Bluff Drain,619724.576,5513191.16
4433,10,MI Culvert ,4,2019,2015,083,1990,Reinforced concrete culvert,RC,Watts Creek Tributary,323520.744,5730359.122
4451,00,MI Culvert ,4,2021,2017,012,1981,Reinforced concrete culvert,RC,Seine River,668381.701,5504541.132
4466,00,MI Culvert ,4,2021,2017,010,1983,Reinforced concrete culvert,RC,Creek,422777.556,5447301.393
4560,10,MI Culvert ,4,2020,2016,005,1994,Reinforced concrete culvert,RC,Millar Creek,465772.476,5572819.711
5951,00,MI Culvert ,4,2019,2015,101,2013,Reinforced concrete culvert,RC,Sturgeon Creek,620606.573,5530416.56
5952,00,MI Culvert ,4,2019,2015,190,2013,Reinforced concrete culvert,RC,Sturgeon Creek,621396.068,5529723.491
7981,00,Water Control Culvert ,6,2018,N/A,000,1977,Reinforced concrete culvert,RC,Drain,587987.877,5429868.292
7986,00,Water Control Culvert ,6,2018,N/A,000,0,Reinforced concrete culvert,RC,Drain,586370.582,5429823.566
2728,00,"PTH, PR Str. ",2,2019,2017,001,1954,Rigid frame,RF,Falcon Lake Access,764265.969,5510567.625
2729,00,"PTH, PR Str. ",2,2019,2017,001,1954,Rigid frame,RF,PTH 44 West Hawk Lake,773043.253,5516283.151
2733,00,"PTH, PR Str. ",2,2019,2017,001,1954,Rigid frame,RF,Falcon Lake Road,770660.773,5515492.357
2798,00,"PTH, PR Str. ",2,2018,2016,010,1956,Rigid frame,RF,Birch River,355528.13,5807348.199
2836,00,"PTH, PR Str. ",2,2018,2016,034,1956,Rigid frame,RF,Cypress River,511610.18,5479183.85
2897,00,"PTH, PR Str. ",2,2018,2016,100,1958,Rigid frame,RF,CNR - Overhead,632436.699,5515314.771
